Station ID,Frequency
3030.0,2.8146067415730336
3005.0,1.9831460674157304
3049.0,1.8764044943820224
3064.0,1.8651685393258426
3068.0,1.7584269662921348
3069.0,1.6179775280898876
3016.0,1.4943820224719102
3031.0,1.348314606741573
3035.0,1.303370786516854
3055.0,1.2078651685393258
3067.0,1.196629213483146
3027.0,1.1853932584269662
3032.0,1.1629213483146068
3014.0,1.1348314606741574
3042.0,1.1123595505617978
3048.0,1.0898876404494382
3022.0,1.0449438202247192
3051.0,1.0449438202247192
3007.0,1.0280898876404494
3063.0,0.9887640449438202
3038.0,0.9719101123595506
3034.0,0.9325842696629213
3082.0,0.9044943820224719
3024.0,0.8932584269662921
3076.0,0.8764044943820225
3052.0,0.8707865168539326
3023.0,0.8595505617977528
3019.0,0.8033707865168539
3006.0,0.7696629213483146
3008.0,0.6853932584269663
3074.0,0.6685393258426966
3062.0,0.6573033707865169
3028.0,0.6067415730337079
3010.0,0.5449438202247191
3075.0,0.5449438202247191
3021.0,0.5224719101123596
3081.0,0.5056179775280899
3047.0,0.4887640449438202
3029.0,0.47191011235955055
3059.0,0.4157303370786517
3011.0,0.4101123595505618
3046.0,0.4101123595505618
3066.0,0.37640449438202245
3058.0,0.3651685393258427
3026.0,0.34269662921348315
3077.0,0.33707865168539325
3079.0,0.33146067415730335
3018.0,0.3258426966292135
3036.0,0.3258426966292135
3060.0,0.3202247191011236
3065.0,0.3146067415730337
3056.0,0.29213483146067415
3033.0,0.25842696629213485
3037.0,0.23595505617977527
3054.0,0.2247191011235955
3040.0,0.21348314606741572
3057.0,0.20224719101123595
3025.0,0.1797752808988764
3078.0,0.1797752808988764
3020.0,0.16853932584269662
3080.0,0.11797752808988764
4108.0,0.056179775280898875
3045.0,0.056179775280898875
3053.0,0.011235955056179775
